CVR;Regnskabsår;Påtale (y/n);Antal påtaler;Kontrolår;Revisionsvirksomhed;CVR_Rev_VK;MNE 1
29820716;2014;0;0;2015;LÆGERS & TANDLÆGERS REVISIONSKONTOR SJÆLLAND REGISTRERET REVISIONSAKTIESELSKAB;33877390;mne16875
29823502;2013/14;0;0;2015;Hedelund, revision og rådgivning;36762454;mne19849
29824088;2015/16;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne10777
29826056;2013;0;0;2015;LMO I/S;30869052;mne33275
29832420;2014;0;0;2015;HARBOE OG BILLE STATSAUTORISERET REVISIONSANPARTSSELSKAB;33649452;mne33208
29840601;2012;0;0;2014;Bornholms Revision, Statsautoriserede revisorer;20542187;mne15625
29847649;2013/14;0;0;2014;REVISIONRY GODKENDT REVISIONSAKTIESELSKAB;26267439;mne34487
29848750;2013;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne26778
29851123;2013;0;0;2014;LUND & Tjørring CHRISTIANSEN I/S (tidl. Lund & Christiansen);10623685;mne1277
29851662;2012/13;0;0;2014;NV-REVISION, AULUM ApS, REGISTRERET REVISIONSSELSKAB;19290948;mne3441
29861811;2014;0;0;2015;VIACOUNT ApS REGISTRERET REVISIONSSELSKAB;34731764;mne16693
27919081;2014;0;0;2015;VISTISEN & LUNDE STATSAUTORISERET REVISIONSPARTNERSELSKAB;35658432;mne521
29918791;2014;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne14986
29921334;2012;0;0;2015;Revisor Team Nord;27226566;mne164
29921512;2014;0;0;2015;Mentor TM registreret revisionsinteressentskab;27477933;mne7878
29927987;2014;0;0;2015;Morten Schneider;33176996;mne8772
29928762;2013;0;0;2014;KLOSTER REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30926536;mne15969
29929874;2014;1;2;2015;ADDEA REVISION REGISTRERET REVISIONSANPARTSSELSKAB;36074981;mne13723
29930775;2012/13;1;1;2014;SØREN ØST HANSEN;12840195;mne3904
29959668;2012;0;0;2014;REVISION 2 A/S;16968137;mne11349
29969396;2013;0;0;2014;ULLA LÆRKE, REGISTREREDE REVISORER ApS;25768108;mne4221
29970785;2014/15;0;0;2015;KOVSTED & SKOVGÅRD, REVISION & RÅDGIVNING, STATSAUTORISERET REVISIONSAKTIESELSKAB;31262089;mne32079
29972192;2013;1;3;2014;SØREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB;10741092;mne276
29973814;2012/13;0;0;2014;REVISIONRY GODKENDT REVISIONSAKTIESELSKAB;26267439;mne33822
29974748;2014;0;0;2015;Revisorgruppen v/Eva Kristensen og Lars Gotfredsen I/S;35071199;mne7342
29978093;2012/13;0;0;2014;BJERRE MØLLER PEDERSEN & BERING I/S;10475686;mne4493
29979138;2013/14;0;0;2014;PEDER HOLT REGISTRERET REVISIONSANPARTSSELSKAB;21872741;mne8348
29980829;2014;0;0;2015;REVISION KØBENHAVN STATSAUTORISERET REVISIONSANPARTSSELSKAB VBR;34452342;mne2300
30003020;2014;0;0;2015;ANKER HØST REGISTRERET REVISIONSAKTIESELSKAB;31626536;mne31411
30029372;2013;0;0;2014;JL REVISION V/JES LARSEN;11286380;mne12790
30003675;2012/13;0;0;2014;KORSGAARD REVISION A/S;13835640;mne17139
30079027;2014;0;0;2015;CLAUS MELDGAARD GODKENDT REVISIONSANPARTSSELSKAB;35520201;mne1313
30080521;2013;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne9693
30082966;2014;0;0;2015;TEAM REVISION REGISTRERET REVISIONSANPARTSSELSKAB;29423989;mne5764
30085256;2014;1;1;2016;KPMG, Statsautoriseret Revisionspartnerselskab;25578198;mne34532
30088441;2013;1;4;2014;Annie Mogensen;11972101;mne6392
30199391;2014;1;10;2015;CARSTEN C. HOFF REVISION ApS REGISTREREDE REVISORER;36465484;mne8364
30209117;2013;0;0;2014;AA REVISIONSANPARTSSELSKABET;27607764;mne17995
30213041;2014;0;0;2015;Aksel Christensen;18770407;mne10221
30214315;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne10121
30238141;2013;0;0;2014;Heden & Fjorden I/S;21728446;mne17625
30244184;2014;0;0;2015;Multi Revision I/S;31929342;mne33698
30246403;2012;0;0;2014;Q-REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30276019;mne3409
30246500;2013;1;3;2014;K.E. Simonsen;19381102;mne9390
30246543;2013;0;0;2014;K.E. Simonsen;19381102;mne9390
30275659;2013;1;2;2014;DANSK REVISION SLAGELSE GODKENDT REVISIONSAKTIESELSKAB;29919801;mne15744
30277074;2012/13;0;0;2014;UNIK-REVISION, OTTERUP REGISTRERETREVISIONSANPARTSSELSKAB;17128973;mne11062
30298519;2014;0;0;2015;DANSK REVISION HJØRRING REGISTRERET REVISIONSANPARTSSELSKAB;75938713;mne3971
30323513;2012/13;1;2;2014;SØREN ØST HANSEN;12840195;mne3904
30349997;2012;0;0;2014;W. KRAGH A/S, STATSAUTORISEREDE REVISORER;16206407;mne31483
30351622;2012/13;0;0;2015;REVISORTEAMET.DK ApS;31634466;mne12086
30356039;2013;0;0;2014;Bæk Revision;16557390;mne16828
30356950;2013;0;0;2014;EXACTA GRUPPEN ApS;33359128;mne18498
30364066;2014;0;0;2015;Revisorgården Holbæk;19720705;mne1087
30364546;2013;0;0;2014;DANSK REVISION ÅRHUS, REGISTRERET REVISIONSAKTIESELSKAB;26717671;mne4300
30365283;2014;1;2;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne31446
30484592;2014;1;1;2015;ADDEA REVISION REGISTRERET REVISIONSANPARTSSELSKAB;36074981;mne13723
30485750;2014;0;0;2015;Sønderup I/S, statsautoriserede revisorer;31824559;mne10489
30489004;2013;0;0;2014;VENDELBO STATSAUTORISERET REVISIONSANPARTSSELSKAB;10110807;mne8900
30489667;2013;0;0;2015;FER Fyn Erhvervsrevision I/S;21447587;mne23279
30489845;2014/15;0;0;2015;REVISTO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35465979;mne33731
30490258;2013;0;0;2014;REVIDATA. REGISTREREDE REVISORER A/S;37029815;mne33770
30500490;2012;1;2;2014;BAYER ApS STATSAUTORISERET REVISIONSVIRKSOMHED;15202580;mne2747
30506405;2014;0;0;2015;ANKER HØST REGISTRERET REVISIONSAKTIESELSKAB;31626536;mne16922
30508564;2012/13;0;0;2014;PRO REVISION I/S;26385563;mne1150
30509234;2014;1;2;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne19811
30511271;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne33281
30512235;2013;1;1;2014;K.E. Simonsen;19381102;mne8818
30512693;2013;1;2;2014;KBO REVISION V/KIM BIRK OLESEN;14899146;mne1089
30513118;2013/14;0;0;2015;V & CO STATSAUTORISERET REVISIONSANPARTSSELSKAB;34622310;mne31478
30516419;2013;1;1;2015;FREJ REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;34351961;mne25198
30518012;2013;1;2;2014;BIRKEBÆK REVISION ApS;16950394;mne2784
30521749;2014;0;0;2015;BUCH&NØRGAARD;71344517;mne2445
30522540;2013/14;0;0;2015;REVISORTEAMET.DK ApS;31634466;mne12086
30522745;2013;0;0;2014;SØBY REVISORER A/S STATSAUTORISEREDE REVISORER;19125742;mne8942
30526139;2013;1;4;2014;Q-REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30276019;mne3409
30528565;2014;0;0;2015;LOU REVISION REGISTRERET REVISIONSAKTIESELSKAB;31579309;mne29482
30531620;2014;0;0;2015;FER Fyn Erhvervsrevision I/S;21447587;mne6621
30541413;2013;0;0;2014;Mer Revision A/S;32344720;mne560
30543033;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne19709
30543939;2013;0;0;2014;INTENSION REGISTRERET REVISIONSAKTIESELSKAB;26632315;mne35789
30546091;2013/14;0;0;2014;midt revision;28397216;mne7491
30546326;2013;0;0;2015;THORVALD REIN STATSAUTORISERET REVISIONSAKTIESELSKAB;79355313;mne9567
30546644;2014;1;1;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne32781
30550390;2012/13;1;5;2014;ECO-TEAM STATSAUTORISERET REVISIONSANPARTSSELSKAB;27966675;mne10900
30554108;2014;0;0;2015;LMO I/S;30869052;mne2276
30558642;2015;1;1;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne34145
30559983;2012/13;0;0;2014;Edelbo og Lund-Larsen Statsautoriseret Revisionspartnerselskab;32327249;mne30329
30573773;2014;0;0;2015;Mentor TM registreret revisionsinteressentskab;27477933;mne7878
30576144;2013;0;0;2014;RINGKØBING AMTS REVISION ApS;28490437;mne2761
30576411;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne27707
30576802;2013/14;0;0;2014;One Revision Nord Statsautoriserede revisorer;35305890;mne34276
30579828;2012;0;0;2015;TIMEVISION BRØNDBY GODKENDT REVISIONSAKTIESELSKAB;19000435;mne6376
30581199;2012;1;9;2014;GURRE REGISTRERET REVISIONSANPARTSSELSKAB;28670311;mne4288
30581369;2014;0;0;2015;ECO REVISION ApS;35891986;mne33755
30586565;2015;0;0;2016;AB-REVISION REGISTRERET REVISIONSANPARTSSELSKAB;26624479;mne2691
30587758;2012/13;1;2;2014;Revisionskontoret v/Annette Bjerg Nielsen;69885055;mne3154
30591666;2014;0;0;2015;ELISABETH JESSEN;11113575;mne2923
30595726;2013/14;0;0;2014;BAYER ApS STATSAUTORISERET REVISIONSVIRKSOMHED;15202580;mne2747
30598954;2013;0;0;2014;TOTALREVISION VORDINGBORG REGISTRERET REVISIONSANPARTSSELSKAB;19261735;mne16181
30601777;2013;0;0;2014;LUND & Tjørring CHRISTIANSEN I/S (tidl. Lund & Christiansen);10623685;mne6614
30606493;2015;0;0;2016;RID REVISION, REGISTRERET REVISIONSAKTIESELSKAB;30707907;mne3814
30606523;2013;1;2;2014;COMPLET REVISION REGISTRERET REVISIONSANPARTSSELSKAB;30077288;mne26873
30613783;2012;1;6;2014;ABM-Revision registreret revisionsvirksomhed v/Birgit Munksgaard;29234590;mne4385
30631919;2013;1;6;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne9377
30665619;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne33732
30680235;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne16551
30692322;2011/12;1;2;2014;COMPLET REVISION REGISTRERET REVISIONSANPARTSSELSKAB;30077288;mne26873
30693531;2013;0;0;2015;SKOV REVISION REGISTRERET REVISIONSANPARTSSELSKAB;27525989;mne16912
30694473;2012/13;0;0;2014;N. J. MUNK-HANSEN ApS;29449163;mne1169
30695135;2012/13;0;0;2014;ADDERE REVISION STATSAUTORISERET REVISIONSPARTNERSELSKAB;34589992;mne31474
30697367;2014;0;0;2015;E-REVISOR.COM GODKENDT REVISIONSPARTNERSELSKAB;36412143;mne32904
30702212;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne5591
30702697;2013;0;0;2014;NOE & KIRKEGAARD, REGISTREREDE REVISORER A/S;15050586;mne17536
30708490;2014;0;0;2015;J. AARØE STATSAUTORISERET REVISIONSANPARTSSELSKAB;34058059;mne2274
30710010;2014;0;0;2015;Frank Bergmann Hansen;F1773;mne9385
30710754;2014;1;1;2015;ADDEA REVISION REGISTRERET REVISIONSANPARTSSELSKAB;36074981;mne13723
30721195;2013;0;0;2014;GRANT THORNTON,STATSAUTORISERET REVISIONSPARTNERSELSKAB;34209936;mne15007
30726065;2013/14;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne21558
30727541;2012/13;0;0;2014;HØFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER;76637415;mne34373
30729374;2014/15;0;0;2015;DANSK REVISION HJØRRING REGISTRERET REVISIONSANPARTSSELSKAB;75938713;mne35833
30729722;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne9947
30739388;2014;0;0;2015;REVI-MIDT GODKENDT REVISIONSPARTNERSELSKAB;34480370;mne29356
30787218;2013;0;0;2014;REVISIONSCENTRALEN I NØRRE ALSLEV ApS;71274012;mne487
30787943;2013;1;3;2014;DANSK REVISION ESBJERG REGISTRERETREVISIONSAKTIESELSKAB;26993695;mne4083
30799119;2013;0;0;2014;GREEN REVISION REGISTRERET REVISIONSAKTIESELSKAB;10895189;mne415
29398038;2013;0;0;2014;TOTALREVISION VORDINGBORG REGISTRERET REVISIONSANPARTSSELSKAB;19261735;mne16181
30800958;2013;1;4;2014;MARQUARD REVISION ApS;34526117;mne6251
30808835;2013;1;1;2015;CAPTURE, REGISTRERET REVISIONSANPARTSSELSKAB;28126131;mne2673
30813723;2013/14;0;0;2014;REVISION & DATA A/S REGISTREREDE REVISORER;12475780;mne1130
30815203;2014/15;0;0;2016;RID REVISION, REGISTRERET REVISIONSAKTIESELSKAB;30707907;mne3814
30828712;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne7864
30828712;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne31433
30829859;2014/15;0;0;2015;Revisor Team Nord;27226566;mne1260
30848950;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne23299
30880099;2014;0;0;2015;AC REVISION - REGISTRERET REVISIONSANPARTSSELSKAB;35050469;mne3029
30896076;2013;0;0;2014;EKL REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30175859;mne18225
30896122;2012/13;0;0;2014;REVISORHUSET HOLSTEBRO P/S;32341799;mne11122
30904001;2013;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne23318
30904427;2014;0;0;2015;ECO REVISION ApS;35891986;mne33755
26270812;2013/14;0;0;2014;IB ROHDE, REGISTRERET REVISIONSVIRKSOMHED;30905652;mne18898
30909410;2013/14;0;0;2015;KOVSTED & SKOVGÅRD, REVISION & RÅDGIVNING, STATSAUTORISERET REVISIONSAKTIESELSKAB;31262089;mne8515
30915933;2013;1;1;2014;OBSEN & NIELSEN A/S;26399610;mne16665
30920759;2012/13;0;0;2014;REVIPLAN A/S;37670219;mne10024
30922727;2014;0;0;2015;OLE VESTERGAARD, STATSAUTORISERET REVISIONSAKTIESELSKAB;31501741;mne11740
30926471;2013;1;3;2014;SØREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB;10741092;mne276
30955730;2013;0;0;2014;REVISION- OG REGNSKABSKONTORET ApSREGISTREREDE REVISORER;28902867;mne17021
31007518;2013;0;0;2014;MOORE STEPHENS DANMARK. STATSAUTORISERET REVISIONSAKTIESELSKAB;13864578;mne30151
31052106;2014/15;0;0;2015;TIMEVISION BRØNDBY GODKENDT REVISIONSAKTIESELSKAB;19000435;mne212
31057590;2013/14;0;0;2014;EXACTA GRUPPEN ApS;33359128;mne18498
31061172;2014;1;1;2015;EDELBO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35486178;mne11630
31075823;2013;0;0;2014;JWS REVISION GODKENDT REVISIONSAKTIESELSKAB;27015476;mne28695
31077419;2013/14;0;0;2014;REVISIONSKONTORET JYTTE AAGESEN REGISTRERET REVISIONSAKTIESELSKAB;26670330;mne17313
31085764;2014;0;0;2015;REVISORKOMPAGNIET GODKENDT REVISIONSANPARTSSELSKAB;34045607;mne110
31152127;2013;1;2;2014;BJARNE AAEN & CO. ApS, STATSAUTORISERET REVISIONSSELSKAB;16796107;mne2267
31155207;2014;0;0;2015;ERC REVISION REGISTRERET REVISIONSANPARTSSELSKAB;34205078;mne10591
31163536;2014;1;1;2015;LJ REVISION ApS;28284160;mne2892
31167248;2013;0;0;2014;ADDERE REVISION STATSAUTORISERET REVISIONSPARTNERSELSKAB;34589992;mne5523
31171695;2013/14;0;0;2014;W. Bach Nørgaard v/Peter Krog Christoffersen;18192195;mne16030
31172241;2012/13;1;2;2014;SLEIMANN ApS;87585018;mne1127
31174538;2013;0;0;2015;JST Revision;26344735;mne32067
31174988;2013;0;0;2014;DANSK REVISION SLAGELSE GODKENDT REVISIONSAKTIESELSKAB;29919801;mne1118
31175461;2012/13;0;0;2014;DAMGAARD & ENEVOLDSEN REGISTRERET REVISIONSAKTIESELSKAB;24257770;mne196
31176891;2014;1;6;2015;CARSTEN C. HOFF REVISION ApS REGISTREREDE REVISORER;36465484;mne8364
31177340;2013;1;3;2014;LEICHT SIMONSEN STATSAUTORISERET REVISOR ApS;10415837;mne8819
31177774;2013;1;1;2014;Landbo Limfjord;26243076;mne2562
31178088;2013;0;0;2014;DANSK REVISION SØNDERBORG REGISTRERET REVISIONSANPARTSSELSKAB;30816471;mne345
31184843;2014;0;0;2015;MAZARS DENMARK STATSAUTORISERET REVISIONSPARTNERSELSKAB;31061741;mne26824
31185564;2012/13;1;8;2014;BORREGAARD & MAAGAARD;18018594;mne1060
31250196;2014;0;0;2015;Revisionplus v/Gert Skjønnemand;73881412;mne3464
31251559;2013;1;2;2014;Landbo Limfjord;26243076;mne2389
31252334;2014;0;0;2015;Andersen, Revision & Rådgivning;31538386;mne318
31253683;2013;0;0;2014;DVU STATSAUTORISERET REVISIONSAKTIESELSKAB;21860506;mne16627
31260485;2013;0;0;2014;AB REVISION. HEDENSTED ApS ;14767134;mne1190
31262194;2012;1;4;2014;DANSK REVISION ESBJERG REGISTRERETREVISIONSAKTIESELSKAB;26993695;mne3626
31268060;2014;0;0;2015;HALLERUP OG CO.;16509388;mne7176
31274834;2012/13;1;1;2014;KALLERMANN REVISION A/S STATSAUTORISERET REVISIONSFIRMA;30195264;mne19716
31279925;2012/13;0;0;2014;REVISIONRY GODKENDT REVISIONSAKTIESELSKAB;26267439;mne6353
31285089;2012/13;1;6;2014;PER MØLLER PEDERSEN REGISTRERET REVISIONSAKTIESELSKAB;16229539;mne3286
31326710;2013;0;0;2014;REVISIONSKONTORET VEST, REGISTRERET REVISIONSAKTIESELSKAB;28312679;mne33708
31329477;2012/13;0;0;2014;ABEL & JØRGENSEN REGISTRERET REVISIONSANPARTSSELSKAB;14343849;mne703
31331242;2012;1;1;2014;Finn Erik Rasmussen;54472455;mne17356
31334438;2013;0;0;2014;BJERRE MØLLER PEDERSEN & BERING I/S;10475686;mne2411
31346827;2013;1;1;2014;Heden & Fjorden I/S;21728446;mne5680
31347106;2013/14;0;0;2015;BILLE & BUCH-ANDERSEN REGISTRERET REVISIONSAKTIESELSKAB;18282046;mne12316
31359074;2013;0;0;2014;BYRIEL SAND/ KIRSTEN BYRIEL SAND;93602455;mne8715
31361664;2014;0;0;2015;VIACOUNT ApS REGISTRERET REVISIONSSELSKAB;34731764;mne8726
31366119;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne15122
31373298;2013;1;1;2014;REVIDATA. REGISTREREDE REVISORER A/S;37029815;mne33770
31414350;2012;1;3;2014;FUNDER & OSTENFELD REVISION GODKENDT REVISIONSANPARTSSELSKAB;29628777;mne320
31420377;2013;0;0;2014;DANSK REVISION SLAGELSE GODKENDT REVISIONSAKTIESELSKAB;29919801;mne16681
31424607;2013;1;1;2014;FLEMMING JUHL NIELSEN;14135308;mne888
31425581;2013/14;0;0;2015;Døssing & Partnere Revisionsinteressentskab;54879911;mne7552
31431387;2012/13;1;5;2014;NIELS OLE ELLEGAARD. STATSAUTORISEREDE REVISORER ApS;15199989;mne9244
31470811;2012/13;0;0;2014;REVISORHUSET HOLSTEBRO P/S;32341799;mne3189
31474795;2014;1;2;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne9391
31476658;2015;0;0;2016;KPMG, Statsautoriseret Revisionspartnerselskab;25578198;mne26708
31491622;2014;0;0;2015;Mette Storgaard Høffner;18897385;mne11058
31492025;2014;0;0;2015;Osmark ApS;27135730;mne9542
31492157;2013/14;0;0;2015;R Wiborg Jensen;10910749;mne9994
31495431;2014;1;1;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne34120
31496861;2013;0;0;2014;PRO REVISION I/S;26385563;mne1150
31499143;2012/13;0;0;2014;HØFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER;76637415;mne502
31499607;2011/12;1;4;2014;JBC Revision v/Jørgen Christensen;25979907;mne2938
31500699;2013/14;1;1;2015;Bent Jørgensen Statsautoriseret revisionsvirksomhed;57652551;mne8304
31501563;2013;0;0;2014;Axel Gram I/S;16645699;mne1166
31522005;2013;0;0;2014;JBC Revision v/Jørgen Christensen;25979907;mne16176
31535018;2014;0;0;2015;ULLITS & WINTHER STATSAUTORISERET REVISIONSPARTNERSELSKAB;32093272;mne29531
31576504;2013/14;0;0;2015;ANKER HØST REGISTRERET REVISIONSAKTIESELSKAB;31626536;mne16922
31576601;2014;0;0;2014;KALLERMANN REVISION A/S STATSAUTORISERET REVISIONSFIRMA;30195264;mne19716
31578221;2013;0;0;2014;NYBORG ERHVERVSREVISION ApS REGISTREREDE REVISORER;30546792;mne5505
31578256;2014;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne24699
31584558;2014;0;0;2015;VISTISEN & LUNDE STATSAUTORISERET REVISIONSPARTNERSELSKAB;35658432;mne34324
31585368;2013;0;0;2014;DANREVI SØNDERSØ, GODKENDT REVISIONSAKTIESELSKAB;21576603;mne12503
31590639;2014;1;2;2015;Erhvervs Consult Revision & Rådgivning v/Tonny Skov Pedersen;27394027;mne2108
31592844;2013;0;0;2014;DSH-REVISION ApS;19674193;mne3835
31594154;2013;0;0;2014;Dissing Revision Reg.revisor Robert D. Hansen;42395358;mne3888
31597811;2013;1;2;2014;OLE A. FISCHER STATSAUTORISERET REVISIONSANPARTSSELSKAB;25831578;mne4761
31605512;2014;0;0;2015;P.B. MATTHIESEN ApS;70697319;mne3109
31606942;2012/13;0;0;2014;DSH-REVISION ApS;19674193;mne3835
31608090;2013;0;0;2014;MOORE STEPHENS DANMARK. STATSAUTORISERET REVISIONSAKTIESELSKAB;13864578;mne30153
31610907;2012;1;7;2014;Lars Jeppesen;26923891;mne2889
31614287;2013/14;0;0;2015;FN Revision;29747792;mne33781
31615690;2014;0;0;2015;TT REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;29168504;mne34112
31617154;2014;0;0;2015;CAPTURE, REGISTRERET REVISIONSANPARTSSELSKAB;28126131;mne2673
31617820;2012;1;2;2014;SØREN ØST HANSEN;12840195;mne3904
31624606;2014;0;0;2015;AUGUSTA REVISION STATSAUTORISERET REVISIONSAKTIESELSKAB;36445386;mne35405
31626536;2015;1;3;2015;Iversen & Hald;36115432;mne357
31635985;2014;0;0;2015;MAZARS DENMARK STATSAUTORISERET REVISIONSPARTNERSELSKAB;31061741;mne8002
31756553;2014;0;0;2015;Alliance Rev. v/Reg. rev. B. Bagh;15095253;mne2369
31758416;2012/13;0;0;2014;PRO REVISION I/S;26385563;mne7594
31763266;2013;1;4;2014;REVISIONSKONTORET I VIDEBÆK A/S;33750889;mne1831
31765927;2013;0;0;2014;REVISIONSCENTRET I PADBORG ApS;25859766;mne1051
31767792;2013;0;0;2014;Revision 1 - registrerede revisorer v/Erling Thomsen;91259850;mne17458
31767970;2013;0;0;2014;REVI TEAM VIRUM V/REVISOR JUDITH SCHACK RASMUSSEN;10180384;mne7607
31768357;2014;0;0;2015;Revisor Team Nord;27226566;mne12631
31768799;2013;0;0;2014;REVI TEAM VIRUM V/REVISOR JUDITH SCHACK RASMUSSEN;10180384;mne7607
31770548;2013/14;0;0;2015;AC REVISION - REGISTRERET REVISIONSANPARTSSELSKAB;35050469;mne3029
31774179;2014;1;3;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne7952
31782457;2013;0;0;2014;ABEL & JØRGENSEN REGISTRERET REVISIONSANPARTSSELSKAB;14343849;mne703
31782848;2012;1;2;2014;Revisionshuset reg revisionsfirma;12848544;mne7517
31787041;2014;0;0;2015;MOMENTUM REVISION REGISTREREDE REVISORER ApS;35238050;mne34598
31823943;2013/14;0;0;2014;DANSK REVISION SØNDERBORG REGISTRERET REVISIONSANPARTSSELSKAB;30816471;mne345
31843219;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne10777
31847486;2013;0;0;2014;MOGENS MØLLER NIELSEN;10261279;mne7491
31850622;2013/14;1;2;2015;Revision Kjellerup (tidl. Torben Jakobsen) ;72461312;mne5824
31858941;2013/14;1;2;2015;TIMEVISION FREDERIKSBERG GODKENDT REVISIONSAKTIESELSKAB;31943582;mne18599
31869943;2014;0;0;2015;Skoda & Partnere;15806206;mne15682
31871603;2013/14;0;0;2015;Bjarne Degerth;92943453;mne17058
31876036;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne8854
31881420;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne6513
31884241;2013;1;1;2014;JØRGEN LARSEN I/S;14678085;mne18049
31885744;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne28627
31888204;2014;0;0;2015;LOU & KNUDSEN REGISTRERET REVISIONSANPARTSSELSKAB;31579325;mne851
31897440;2014;0;0;2015;Sønderup I/S, statsautoriserede revisorer;31824559;mne32222
31933439;2013;1;1;2014;Verner Freundlich Larsen;91778750;mne862
31935466;2013;1;11;2014;Lars Jeppesen;26923891;mne2889
31943922;2014;1;4;2015;P S Revision v/Svend Aggerholm;28252102;mne90
31991218;2013;0;0;2014;FUNDER & OSTENFELD REVISION GODKENDT REVISIONSANPARTSSELSKAB;29628777;mne17429
32049664;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne9693
32057276;2014;0;0;2015;ADDCO P/S GODKENDTE REVISORER;36464852;mne11022
32057578;2013;0;0;2014;MENTOR, REGISTRERET REVISIONSANPARTSSELSKAB;28136196;mne10825
32059570;2011/12;1;5;2014;REVISION KØBENHAVN GODKENDT REVISIONSPARTNERSELSKAB;34619654;mne692
32058760;2013;0;0;2014;KLOSTER REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30926536;mne15969
32075436;2012;0;0;2014;Erik Hultquist;15396105;mne453
32081932;2014;0;0;2015;Sønderup I/S, statsautoriserede revisorer;31824559;mne10489
32082254;2013;1;10;2014;Aime Perret-Gentil ApS;15881240;mne3306
32082645;2014;0;0;2015;Bent Jørgensen Statsautoriseret revisionsvirksomhed;57652551;mne8304
32084370;2013;1;9;2014;Aime Perret-Gentil ApS;15881240;mne3306
32094643;2013;0;0;2014;NET-REVISION ApS;29389918;mne4028
32101259;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne34120
32101488;2014;0;0;2015;BAAGØE SCHOU STATSAUTORISERET REVISIONSAKTIESELSKAB;21148148;mne34097
32102328;2012/13;0;0;2014;DANSK REVISION KALUNDBORG, GODKENDT REVISIONSAKTIESELSKAB;65766116;mne8729
32102387;2013;1;1;2014;Landbo Limfjord;26243076;mne2562
32123368;2013;1;1;2014;NOE & KIRKEGAARD, REGISTREREDE REVISORER A/S;15050586;mne7190
32138845;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne21318
32139671;2012/13;0;0;2015;OLE VESTERGAARD, STATSAUTORISERET REVISIONSAKTIESELSKAB;31501741;mne11740
